MovieId|Title|ReleasedYear|Western|Crime|Mystery|Romance|Children's|Horror|Drama|Fantasy|Sci-Fi|Film-Noir|Thriller|Adventure|War|Musical|Action|Comedy|Documentary|Animation|Synopsis|SentimentScore
808|Alaska |1996|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|Kerstin floats stoically across the Mecklenburg Lake District in her red GDR kayak. Aimlessly, between tourism and dreariness, she glides over the water for days, striving to remain alone. The many rivers and lakes are familiar to her. But where does Kerstin come from? What is she fleeing from? Who is pursuing her? The evenness of this journey breaks when Alima appears, finally asking the paddling loner the right questions.|0.0
809|Fled |1996|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|During a routine prison work detail, convict Piper is chained to Dodge, a cyberhacker, when gunfire breaks out. Apparently, the attack is related to stolen money that the Mafia is after, and some computer files that somebody wants desperately to bury. The pair, who don't exactly enjoy each other's company, escape and must work together if they are to reach Atlanta alive. Luckily, they meet a woman who may be willing to help them.|-0.6768185496330261
810|Kazaam |1996|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|1|0|0|When Max fools a gang of local toughs, he finds himself in big trouble. Fleeing from the thugs, Max runs into an old warehouse and bumps into a boom box. By doing that, he manages to release Kazaam, a genie who has been held captive for thousands of years.|-0.6353366374969482
811|Bewegte Mann, Der |1994|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|The heterosexual man Axel is thrown out of his girlfriends home for cheating and ends up moving in with a gay man. Axel learns the advantages of living with gay men even though they are attracted to him and when his girlfriend wants him back he must make a tough decision.|0.6965761780738831
812|Magic Hunter |1994|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|"A battle-scarred, has-been Hungarian cop, tormented by his memories of nearly killing an innocent woman in his custody, enters into a Faustian pact in which he trades his soul for a handful of ""magic"" bullets that always hit the mark. A mysterious and mythical story."|-0.761853039264679
813|Larger Than Life |1996|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|Highlights boy bands and their rise — and fall — to fame, from The Beatles to Jackson 5 to the Jonas Brothers and One Direction, as well as the K-pop group Seventeen.|-0.4570934772491455
814|Boy Called Hate, A |1995|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|"After a run-in with the law, an angry maladjusted young man starts calling himself ""Hate"". One night he saves a girl from a lusty Assistant District Attorney. He falsely accuses them of robbery, so they go on the run and make things worse."|-0.9611213207244873
815|Power 98 |1995|0|0|1|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|A controversial talk show host becomes involved in the murder of a beautiful woman in a war for ratings.|-0.9622253775596619
816|Two Deaths |1995|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Friends of the recently deceased Quincas take their pal's body on one last tour of his favorite spots in Brazil's Bahia.|-0.4835928976535797
818|Very Brady Sequel, A |1996|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|A man claiming to be Carol Brady's long-lost first husband, Roy Martin, shows up at the suburban Brady residence one evening. An impostor, the man is actually determined to steal the Bradys' familiar horse statue, a $20-million ancient Asian artifact.|-0.7493242621421814
819|Stefano Quantestorie |1993|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|Stefano is now forty years old but has not yet found his purpose in life, remaining an eternal dreamer waiting for that decisive enlightenment. With his parents who have great plans for him, Stefano realizes that he lost most of his years without a real goal and thinks back to all those missed opportunities that could have led him to another path, between old loves and unexploited opportunities .|-0.545417308807373
820|Death in the Garden (Mort en ce jardin, La) |1956|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|In a remote Amazon jungle village, a group of angry diamond prospectors revolt when the local government undertakes a violent crackdown.|-0.9375050067901611
821|Crude Oasis, The |1995|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|A young housewife plagued by disturbing nightmares comes face to face with the handsome stranger from her dreams. Obsessed with this mysterious man, she follows him through the night to a desolate roadside bar. There, she uncovers her deepest desires.|-0.449348121881485
822|Hedd Wyn |1992|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|"'Hedd Wyn' is a 1992 Welsh anti-war biopic. Ellis Humphrey Evans, a farmer's son and poet living at Trawsfynydd in the Meirionydd countryside of upland Wales, competes for the most coveted prize of all in Welsh Poetry - that of the chair of the National Eisteddfod, which in August 1917 was due to be held in Birkenhead (one of the rare occasions when it was held in England). After submitting his entry, under his bardic name ""Hedd Wyn"" (""Blessed Peace"") Evans later departs from Meirionydd by train to join the Royal Welsh Fusiliers in Liverpool, despite his initial misgivings about the war. Ellis  is sent to fight in the trenches of Flanders.  'Hedd Wyn' was the first Welsh-language film to be nominated for an Oscar."|-0.6009330153465271
823|Collectionneuse, La |1967|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|A bombastic, womanizing art dealer and his painter friend go to a seventeenth-century villa on the Riviera for a relaxing summer getaway. But their idyll is disturbed by the presence of the bohemian Haydée, accused of being a “collector” of men.|-0.8275356888771057
824|Kaspar Hauser |1993|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|The film follows Kaspar Hauser (Bruno S.), who lived the first seventeen years of his life chained in a tiny cellar with only a toy horse to occupy his time, devoid of all human contact except for a man who wears a black overcoat and top hat who feeds him.|-0.6799892783164978
825|Echte Kerle |1996|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|Christoph, cop and self-confident macho, has trouble with his fiance. After a long night he wakes up in the arms of Edgar, a good-looking, gay auto-mechanic. His live gets more and more troublesome after his girl friend throws him out of their apartment and as last resort he moves to Edgars place. Working together with a new, good-looking, very self-confident, female collegue, but living with a good-looking gay guy makes him pretty uncertain about his sexuality and his role as a cop. Written by Konstantin Articus|-0.8698031902313232
827|Convent, The (Convento, O) |1995|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|"Based on one of the short stories from the ""Decameron"", ""The Convent Gardener"" mirrors the story of Young Gardener Masetto and presents, in two separate parts, the story of a young man and a young woman who pretend to be mute in order to get a job as a gardener in a convent inhabited by several women and several men, respectively. Because the young gardeners are mute and, therefore, assumably unable to reveal the secrets of the convent’s residents, all the women living there take action to sleep with the young man just as all the men do to sleep with the young woman."|-0.524117648601532
828|Adventures of Pinocchio, The |1996|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|Mastro Geppetto is a poor carpenter with no wife and no children. The man is very lonely, and after trading a piece of wood with his colleague Mastro Ciliegia, decides to build himself a puppet to keep him company.|-0.6667190790176392
829|Joe's Apartment |1996|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thousand singing, dancing cockroaches.|-0.9407428503036499
830|First Wives Club, The |1996|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!|-0.8596296906471252
831|Stonewall |1995|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|A group of gay friends try to live with dignity and self-respect while events build to the opening battle in the major gay rights movement.|0.6190605163574219
832|Ransom |1996|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.|-0.44651034474372864
834|Phat Beach |1996|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|A hefty homeboy borrows his dad's Mercedes and goes to the beach with his friends for wild sun &amp; fun.|0.4790913164615631
835|Foxfire |1996|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|The story of five teenage girls who form an unlikely bond after beating up a teacher who has sexually harassed them. They build a solid friendship but their wild ways begin to get out of control.|0.8319327235221863
836|Chain Reaction |1996|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|0|0|0|At the University of Chicago, a research team that includes brilliant student machinist Eddie Kasalivich experiences a breakthrough: a stable form of fusion that may lead to a waste-free energy source. However, a private company wants to exploit the technology, so Kasalivich and physicist Dr. Lily Sinclair are framed for murder, and the fusion device is stolen. On the run from the FBI, they must recover the technology and exonerate themselves.|0.522359311580658
837|Matilda |1996|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|Matilda Wormwood is an exquisite and intelligent little girl. Unfortunately, her parents, Harry and Zinnia misunderstand her because they think she is so different. As time passes, she finally starts school and has a kind teacher, loyal friends, and a sadistic headmistress. As she gets fed up with the constant cruelty, she begins to realize that she has a gift of telekinetic powers. After some days of practice, she suddenly turns the tables to stand up to Harry and Zinnia and outwit the headmistress.|0.5958873629570007
838|Emma |1996|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|1|0|0|Emma and Eddie live two lives: one on social media and one in real life. The webcam couple is out to save their marriage by starting their own adult web-studio in Eastern Europe.|0.4017764925956726
839|Crow: City of Angels, The |1996|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|A murder victim is brought back to life by a mysterious crow. With the help of a beautiful woman, he exacts revenge on his killers – only to realize his enemy has discovered the one weakness that can destroy him forever.|-0.6825161576271057
840|House Arrest |1996|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|A young insurance salesman takes advantage of the fact that a beautiful young woman he is attracted to is under house arrest, so cannot go anywhere to escape him.|-0.8195518255233765
841|Eyes Without a Face |1959|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|Dr. Génessier is riddled with guilt after an accident that he caused disfigures the face of his daughter, the once beautiful Christiane, who outsiders believe is dead. Dr. Génessier, along with accomplice and laboratory assistant Louise, kidnaps young women and brings them to the Génessier mansion. After rendering his victims unconscious, Dr. Génessier removes their faces and attempts to graft them on to Christiane's.|-0.9022631049156189
842|Tales from the Crypt Presents: Bordello of Blood |1996|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|Private eye Rafe Guttman is hired by repressed, born-again Katherine to find her missing bad-boy brother. The trail leads him to a whorehouse run by a thousand-year-old vampire and secretly backed by Katherine's boss, televangelist Jimmy Current.|-0.538870096206665
843|Lotto Land |1995|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|This film tells two interwoven stories of two single-parent families in a poor, racially-mixed neighborhood in Brooklyn. The first story is about a young black man (with aspirations of getting away from his friends who are involved in drugs) who falls in love with a latino girl (who is heading off to college on a full scholarship). The second is about their parents, (she works in the neighborhood liquor store; he works for the phone company). The story takes place against the backdrop of a winning lottery ticket worth $27 million being sold to someone in the neighborhood from the liquor store.|-0.4488081932067871
844|Story of Xinghua, The |1993|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Xinghua lives with her husband, who makes money by selling stones from the Great Wall. But she is unable to give him a son to inherit this wealth. When her husband hatches a plan to tear down the local historic fortress to find a legendary hidden treasure, she finds herself drawn to a gentler, more educated man who wants to preserve it.|0.45818907022476196
846|Flirt |1995|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|A scholar in search of true love. Disguising himself as a houseboy, he indentures himself to a rich family in order to pursue the ravishing servant girl who has stolen his heart.|0.6232197284698486
847|Big Squeeze, The |1996|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|The computer game chain GameStop created so much chaos in the stock market that it forced large hedge funds to their knees. How could it happen? Here we follow different people who were brought together during 2020 because of their interest in GameStop's future. Some had invested in the chain's stock, others wondered about it. While the chain's employees trusted that the company would pay their salaries at a time when millions of people went bankrupt and became unemployed.|-0.9570759534835815
848|Spitfire Grill, The |1996|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Percy, upon being released from prison, goes to the small town of Gillead, to find a place where she can start over again. She is taken in by Hannah, to help out at her place, the Spitfire Grill. Percy brings change to the small town, stirring resentment and fear in some, and growth in others.|0.7588502168655396
849|Escape from L.A. |1996|0|0|0|0|0|0|0|0|1|0|1|1|0|0|1|0|0|0|Into the 9.6-quaked Los Angeles of 2013 comes Snake Plissken. His job: wade through L.A.'s ruined landmarks to retrieve a doomsday device.|-0.7024055123329163
850|Cyclo |1995|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Follows a young cyclo driver on his poverty-driven descent into criminality in modern-day Ho Chi Minh City. The boy's struggles to scratch out a living for his two sisters and grandfather in the mean streets of the city lead to petty crime on behalf of a mysterious Madame from whom he rents his cyclo.|-0.9168045520782471
851|Basquiat |1996|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|The brief life of Jean Michel Basquiat, a world renowned New York street artist struggling with fame, drugs and his identity.|-0.7238872647285461
852|Tin Cup |1996|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his succesful rival's girlfriend.|-0.4148309826850891
853|Dingo |1992|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|A boy abandoned by his father wants to become Finland's biggest rock star.|-0.6197353601455688
854|Ballad of Narayama, The (Narayama Bushiko) |1958|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|In Kabuki style, the film tells the story of a remote mountain village where the scarcity of food leads to a voluntary but socially-enforced policy in which relatives carry 70-year-old family members up Narayama mountain to die. Granny Orin is approaching 70, content to embrace her fate. Her widowed son Tatsuhei cannot bear losing his mother, even as she arranges his marriage to a widow his age. Her grandson Kesa, who's girlfriend is pregnant, is selfishly happy to see Orin die. Around them, a family of thieves are dealt with severely, and an old man, past 70, whose son has cast him out, scrounges for food. Will Orin's loving and accepting spirit teach and ennoble her family?|-0.943824291229248
855|Every Other Weekend |1990|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Camille, a mercurial César-winning actress, has seen better times. Estranged from her husband, she's with her children only every other weekend. It's her weekend, but her agent has booked her to MC a Rotary club dinner in Vichy. She takes them with her, and when her husband learns this, he demands to pick them up at once. She bolts in a rented car to the seaside, trying to improve her relations with the children, especially the precocious and distant Vincent. He loves astronomy. A rare meteor shower is due in a few days, so she suggests they go to a plateau in Spain hoping to see it. He agrees, but the relationship remains difficult, and her husband is on their trail.|-0.8397460579872131
856|Mille bolle blu |1993|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|The movie tells the little stories of a group of families who live in the same building in Rome as seen from the eyes of Sandrino, a little kid who is awaiting for a total eclipse of the sun, that really happened during summer of '61, and it was was fully visible from Italy. He sees his family life, a young girl who is about to marry a man she doesn't love, an old man who has just died and whose relatives fight for his inheritance, a blind trumpet player who hopes to recover, his little friends...|-0.42096155881881714
857|Crows and Sparrows |1949|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|"At a Shanghai apartment, Mr Hou, a Nationalist official, gets ready to move to Taiwan upon the imminent defeat of the KMT during the Civil War. Mrs Hou gives an ultimatum to the rest of the tenants to move out on behalf of her husband, who is the ""owner"" of the flat and who is now planning to sell it. From the conversations with the rest, we find out that Hou has been a Hanjian during the Sino-Japanese War and that he has since taken over the apartment by force from the old landlord, Mr Kong.  The tenants, including Mr Kong, Mrs Xiao, Little Broadcast (alias Mr Xiao, played by Zhao Dan) and a schoolteacher, Mr Hua, and his wife, initially plan to band together, but circumstances force them to find other ways out. Mr Hua tries to find a place to stay at the KMT-sponsored school he is teaching in. Little Broadcast and Mrs Xiao invest in black market gold. As the situation escalates, Mr Hua gets arrested by KMT agents and his young daughter falls desperately ill."|-0.8179518580436707
858|Godfather, The |1972|0|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.|-0.6068354845046997
859|Hippie Revolution, The |1996|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|Back in the stone aged we all went to San Fransisco to escape our parents and the Vietnam war. To laugh, dance and love each other. To make love not war. Music bt Country Joe & The Fish, Quicksilver Messenger Service, The Steve Miller Band and Mother Earth.|0.4170016348361969
860|Maybe, Maybe Not (Bewegte Mann, Der) |1994|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|The heterosexual man Axel is thrown out of his girlfriends home for cheating and ends up moving in with a gay man. Axel learns the advantages of living with gay men even though they are attracted to him and when his girlfriend wants him back he must make a tough decision.|0.6965761780738831
861|Supercop |1992|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|As a crime wave sweeps through Hong Kong, the police call Jessica Yang (Yeoh), a rising star in the ranks, to help stop a notorious gang of thieves! What Jessica doesn't realize is that her boyfriend - recently discharged from the force - is the leader of this ruthless crime ring!|-0.6220952272415161
862|Manny & Lo |1996|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|A pregnant teen and her younger sister run away from foster homes and kidnap a woman whom they believe can help with the pregnancy.|-0.8355268239974976
863|Celestial Clockwork |1994|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|Ana bolts from her wedding altar and flies from Venezuela to Paris to realize her dream of becoming a great opera star.|0.6248252987861633
864|Wife, The |1995|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|In the early 1960's, a Sicilian single mother marries an older, crass widowed truck driver. When he is arrested trying to smuggle an antique, she ends up falling in love with her handsome stepson.|0.3668445944786072
865|Small Faces |1995|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Three teenage brothers, gang-member Bobby, troubled mama's boy Alan and self-assured prankster Lex, reside in a downtrodden section of Glasgow, Scotland, circa 1968. But while Bobby and Alan are beginning to experience the power of raging hormones, the story focuses on Lex, who begins a downward spiral after he accidentally shoots the leader of Bobby's gang. Lex's cockiness and immaturity unfortunately prevent him from understanding the effect his subsequent crimes will have on both himself, and on those around him.|-0.9116166830062866
866|Bound |1996|0|1|0|1|0|0|1|0|0|0|1|0|0|0|0|0|0|0|"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a ""home"" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his ""carnal"", Miklo."|-0.8227046728134155
867|Carpool |1996|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|Dae-sung and Jung-won have been married for two years. They are car pooling with the married couple next door. Woo-sung and Tae-hee don't interfere with each others' lives. However, these two couple don't just share cars, they share each others' wives too...|0.3902569115161896
868|Death in Brunswick |1991|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|A reserved man in need of a job, Carl Fitzgerald finds employment at a Greek restaurant. Upon meeting waitress Sophie, Carl begins dating the attractive woman. Though it seems things are improving for Carl, an unexpected situation leads to the death of Mustafa, a shady coworker, and Carl must figure out how to cover up the incident. Unsure of what to do, Carl enlists the help of his buddy, Dave, to get rid of Mustafa's corpse.|-0.7948324680328369
869|Kansas City |1996|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Two old drunks named Gin & Whiskey Joe, with their mules, engaged in a personal fight, find some gold nuggets in a river, they decide to look for the remaining ones through a map which they divide in half, gangs of bandits hear of the news and cast all suspicions on the holders of the map to two homosexual cowboys, who will seek refuge in a nunnery.|-0.9420045018196106
870|Gone Fishin' |1997|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|Two fishing fanatics get in trouble when their fishing boat gets stolen while on a trip.|-0.9485158324241638
871|Lover's Knot |1996|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|A pair of lovers have no idea that their affair is overseen and orchestrated by an angel sent by Cupid to see that they remain together in this romantic comedy.|0.8834254741668701
873|Shadow of Angels (Schatten der Engel) |1976|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Beautiful, detached, laconic, consumptive Lily Brest is a streetwalker with few clients. She loves her idle boyfriend Raoul who gambles away what little she earns. The town's power broker, called the rich Jew, discovers she is a good listener, so she's soon busy. Raoul imagines grotesque sex scenes between Lily and the Jew; he leaves her for a man. Her parents, a bitter Fascist who is a cabaret singer in drag and her wheelchair-bound mother, offer no refuge. Even though all have a philosophical bent, the other whores reject Lily because she tolerates everyone, including men. She tires of her lonely life and looks for a way out. Even that act serves the local corrupt powers.|-0.484885573387146
874|Killer: A Journal of Murder |1995|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Carl Panzram is sent to Leavenworth Prison for burglary. While there, he is brutally beaten by a guard. Neophyte guard Henry Lesser feels sympathy for Panzram, befriends him, and gets him to write his life story. Lesser learns that Panzram's past is much more violent than he thought, but also that he's capable of being a much better person than the rest of the prison staff believes - or so Lesser thinks.|0.6563906073570251
875|Nothing to Lose |1994|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Authorized biopic of Brazilian evangelical bishop Edir Macedo, founder of the Universal Church of the Kingdom of God and owner of Record TV network. Based on a book trilogy of the same name, the movie tells the story of the self-made man who faced several moments of turbulence while pursuing his conviction.|0.6687677502632141
876|Police Story 4: Project S (Chao ji ji hua) |1993|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|As a crime wave sweeps through Hong Kong, the police call Jessica Yang (Yeoh), a rising star in the ranks, to help stop a notorious gang of thieves! What Jessica doesn't realize is that her boyfriend - recently discharged from the force - is the leader of this ruthless crime ring!|-0.6220952272415161
877|Girls Town |1996|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|Inspired by a true incident, Shen Yu's debut OLD TOWN GIRLS tells a tale about how an unsustained economic boom desolates working-class communities and familial relations. Tempted by living a new life as a professional dancer in big cities, Qu Ting bid farewell to her marriage in a decaying rust belt town, leaving behind her infant daughter Shui Qing, who’s been alienated by her dad’s new family since. Never felt equally loveable as her peers, Shui Qing instantly gets carried away by Qu Ting's worldly charisma and maternal attention when the two meet seventeen years later. But the high schooler is soon forced to face the reality behind her mom’s sudden reappearance and years of unglamorous survival. As dangers loom, she decides to sacrifice everything for the slim chance of reunification.|-0.8876996636390686
878|Bye-Bye |1995|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|The Caravana Rolidei rolls into town with the Gypsy Lord at the mike: he does magic tricks, the erotic Salomé dances, and the mute Swallow performs feats of strength. A young accordion player is completely enamored of Salomé, and he begs to come along. The Gypsy Lord shrugs, and the accordionist and his pregnant wife, Dasdô, join the troupe.|0.5618358254432678
879|Relic, The |1997|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|Steffen Vogt, aged around 25, is helping out at a German archeological excavation in Israel when he finds a 2,000-year-old skeleton holding the instructions for a video camera dating from the year 2003. The bones also show traces of the present day. His theory of a time-traveler who made a video of Jesus is laughed at by everyone, however, including Sharon, an attractive Israeli woman he adores. Although no one appears to believe him, his find certainly seems to have generated interest: Steffen is attacked shortly afterwards in his hotel room by strange men; then he discovers that the German embassy and the secret service are after him; and when his friend Dan is murdered, he goes into hiding.|-0.5764385461807251
880|Island of Dr. Moreau, The |1996|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|A ship-wrecked man floats ashore on an island in the Pacific Ocean. The island is inhabited by a scientist, Dr. Moreau, who in an experiment has turned beasts into human beings.|0.398933470249176
881|First Kid |1996|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|Some say that to be the leader of a country is one of the loneliest jobs in the world. But being the child of a world leader can be doubly so. Constantly surrounded by security officers, restricted in movements and having almost every waking moment carefully monitored makes normalcy an impossibility. No one knows this better than young Luke Davenport, the son of U.S. President Davenport. He vents his loneliness, frustration and feelings of isolation from family and friends by being a brat to his private Secret Service agent. When the agent snaps from the strain in front of the First Lady, a new agent is assigned to Luke. He turns out to be the enormous Sam Simms, a bit of a rogue who managed to rise through the ranks by sheer determination rather than strict adherence to Secret-Service protocol. At first, Luke tries all his old tricks upon Sam. But instead of getting angry, Sam seems to actually understand.|-0.8985885381698608
882|Trigger Effect, The |1996|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|A blackout leaves those affected to consider what is necessary, what is legal, and what is questionable, in order to survive in a predatory environment.|-0.8742859959602356
884|Sweet Nothing |1995|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|A youth abandoned by his family joins a group of homeless people.|-0.8368847966194153
885|Bogus |1996|0|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|Amiable slackers Bill and Ted are once again roped into a fantastical adventure when De Nomolos, a villain from the future, sends evil robot duplicates of the two lads to terminate and replace them. The robot doubles actually succeed in killing Bill and Ted, but the two are determined to escape the afterlife, challenging the Grim Reaper to a series of games in order to return to the land of the living.|-0.8026559948921204
886|Bulletproof |1996|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|An undercover police officer named Rock Keats befriends a drug dealer and car thief named Archie Moses in a bid to catch the villainous drug lord Frank Coltan. But the only problem is that Keats is a cop, his real name is Jack Carter, and he is working undercover with the LAPD to bust Moses and Colton at a sting operation the LAPD has set up.|-0.7566242218017578
887|Talk of Angels |1998|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|This is the story of a young Irish woman who comes to Spain to escape from the pressures she feels about her impending marriage to a political activist in Ireland. But in Spain in the 1930's, taking a job of governess in a wealthy family, she finds the same kinds of political unrest. In fact, it isn't long before she finds herself attracted to a married man who is similarly involved in the struggle against fascism and Franco. This awakens her to her nature that brings her to such men and resolves for her what she must do about the life she left in Ireland|-0.6053726673126221
888|Land Before Time III: The Time of the Great Giving |1995|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|When a sudden shortage of water threatens all life in the great valley, The gang of young dinosaur must cooperate with a group of bullies to make a risky journey outside the valley and find the cause.|-0.85650235414505
889|1-900 |1994|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Sarah, 30, single, well educated, likes art, places a voice ad for phone sex, inviting replies from men under 35, sturdy and sensual. Wilbert, a chubby middle aged architect, leaves a message that he is Thomas, 32 and well formed. A week later, she phones. She likes his voice, he likes her laugh, so once a week she phones him (he's not to know her last name, where she lives, or her number). Portraits emerge of humor and sadness. He presses for details of her life and tells her about his work; she wants these Thursday calls to be fantasy and release, separate from the rest of who she is. The film dramatizes these tensions of lies and truth, connection and distance. Written by|-0.42506688833236694
890|Baton Rouge |1988|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|In a style evocative of Fellini at his most surreal, this bizarre French Canadian fantasy follows the romance between a young filmmaker and a bearded lady from a local circus during the 1960s. The story begins in a contemporary theater where a projectionist describes, to movie director Rex Prince, the ghostly spirit that seems to be haunting his film. The story then races backward to the 1960s when a half-mad, idealistic Rex was busily making his first film, a Marxist tract depicting poverty in Montreal. Edouard Dore, a well-connected editor works with him and it is he who takes Rex to a carnival late one night to meet the performers in a freakshow. The first person Rex meets is Le Grand Zenon, a hulking one-eyed fellow with the amazing ability to use his eye to project movie images on a screen with neither a projector nor film.|-0.5056661367416382
891|Halloween: The Curse of Michael Myers |1995|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|Six years after being kidnapped by a cult, Jamie tries to escape the clutches of her serial killer uncle, Michael Myers.|-0.7482689023017883
892|Twelfth Night |1996|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|1|0|0|Shakespeare's comedy of gender confusion, in which a girl disguises herself as a man to be near the count she adores, only to be pursued by the woman he loves.|-0.5289621949195862
