MovieId|Title|ReleasedYear|War|Film-Noir|Thriller|Western|Crime|Action|Drama|Musical|Fantasy|Documentary|Sci-Fi|Animation|Mystery|Comedy|Children's|Adventure|Romance|Horror|Synopsis|Actors|Directors
234|Exit to Eden|1994|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|Photographer Elliot Slater has inadvertently snapped the only existing photos of elusive jewel thief Omar. When Elliot leaves for a private vacation on an S&M island, he is followed by Omar; Omar's partner, Nina; and police officers Fred and Sheila. Unaware of the number of people chasing him, Elliot enjoys his stay at the resort, and finds himself falling in love with head dominatrix Lisa.|"['Dana Delany', 'Paul Mercurio', ""Rosie O'Donnell"", 'Dan Aykroyd', 'Hector Elizondo', 'Stuart Wilson', 'Iman', ""Sean O'Bryan"", 'Stephanie Niznik', 'Phil Redrow', 'Sandra Taylor', 'Julie Hughes', 'Laurelle Mehus', 'Tom Hines', 'Alison Moir', 'Deborah Lacey', 'Rod Britt', 'Rosemary Forsyth', 'Shannon Wilcox', 'Laura Harring', 'Lucinda Crosby', 'Réal Andrews', 'Mel Novak', 'Judith Baldwin', 'Joyce Brothers', 'Scott Marshall', 'Donna Dixon', 'Gloria Hylton', 'John Schneider', 'Rajia Baroudi', 'Tanya Reid', 'Bonnie Aarons', 'Lori Sigrist', 'Terri Sigrist', 'Garry Marshall', 'Mariana Morgan']"|['Garry Marshall']
235|Ed Wood|1994|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful."|"['Johnny Depp', 'Martin Landau', 'Sarah Jessica Parker', 'Patricia Arquette', 'Jeffrey Jones', 'Bill Murray', 'Lisa Marie', 'Jim Myers', 'G. D. Spradlin', ""Vincent D'Onofrio"", 'Mike Starr', 'Max Casella', 'Brent Hinkley', 'Juliet Landau', 'Clive Rosengren', 'Norman Alden', 'Leonard Termo', 'Ned Bellamy', 'Danny Dayton', 'Ross Manarchy', 'Bill Cusack', 'Stanley DeSantis', 'Biff Yeager', 'Joseph R. Gannascoli', 'Carmen Filpi', 'Lisa Malkiewicz', 'Melora Walters', 'Conrad Brooks', 'Don Amendolia', 'Reid Cruickshanks', 'Lionel Decker', 'Edmund L. Shaff', 'Gene LeBell', 'Bobby Slayton', 'Gretchen Becker', 'John Rice', 'Catherine Butterfield', 'Mary Portser', 'King Cotton', 'Don Hood', 'Matthew Barry', 'Ralph Monaco', 'Anthony Russell', 'Gregory Walcott', 'Charles C. Stevenson Jr.', 'Rance Howard', 'Vasek Simek', 'Vinny Argiro', 'Korla Pandit', 'Patti Tippo', 'Ray Baker', 'Louis Lombardi', 'Jesse Hernandez', 'Jim Boyce', 'Ben Ryan Ganger', 'Charlie Holliday', 'Tommy Bertelsen', 'Adam Drescher', 'Ric Mancini', 'Daniel Riordan', 'Mickey Cottrell', 'Lena Banks', 'Maurice LaMarche', 'Ada Tai', 'Arlene Tai', 'Rayder Woods', 'Ralph Moratz', 'Bill Blair', 'Ryan Holihan', 'Bela Lugosi']"|['Tim Burton']
236|French Kiss|1995|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|After her fiancee admits to infidelity while on a business trip in France, a woman attempts to get her lover back and marry him by traveling to Paris despite her crippling fear of flying.  On the way she unwittingly smuggles something of value that has a charming crook chasing her across France as she chases after her future husband.|['Meg Ryan', 'Kevin Kline', 'Timothy Hutton', 'Jean Reno', 'Adam Brooks', 'François Cluzet', 'Suzan Anbeh', 'Renée Humphrey', 'Michael Riley']|['Lawrence Kasdan']
237|Forget Paris|1995|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|Mickey Gordon is a basketball referee who travels to France to bury his father. Ellen Andrews is an American living in Paris who works for the airline he flies on. They meet and fall in love, but their relationship goes through many difficult patches.|"['Billy Crystal', 'Debra Winger', 'Joe Mantegna', 'Cynthia Stevenson', 'Richard Masur', 'Julie Kavner', 'John Spencer', 'Mary Ann Hermansen', 'Bill Laimbeer', 'John Starks', 'Charles Barkley', 'David Robinson', 'Dan Majerle', 'Kevin Johnson', 'Paul Westphal', 'Sean Elliott', 'Patrick Ewing', 'Tim Hardaway', 'Kareem Abdul-Jabbar', 'Reggie Miller', 'Chris Mullin', 'Charles Oakley', 'Kurt Rambis', 'Isiah Thomas', 'Marques Johnson', 'David Sanborn', 'Spud Webb', 'Jay Rasumny', 'Robert Costanzo', 'Emmy Smith', 'Lisa Rieffel', 'Rush Limbaugh', 'Cathy Moriarty', 'William Hickey', 'Tom Wright', 'Johnny Williams', 'Marv Albert', 'Bill Walton', 'Bert Copello', 'Ron Ross', 'Andy Flaster', 'David St. James', 'Gregory Paul Jackson', 'Andreas Tessi', 'Chris Shaver', 'Joie Shettler', 'Lisa Sherrill Gannon', 'Andrea Toste', 'Richard Assad', 'Margaret Nagle', 'Janette Caldwell', 'Tim Halligan', 'Tim Albern', 'Judyann Elder', 'Deb Lacusta', 'Tom Ohmer', 'E.E. Bell', 'Marty Brinton', 'Jo Farkas', 'Ken Johnson', ""Patrick Thomas O'Brien"", 'Robert Hunter Jr.', 'Marty McSorley', 'Richard Haje', 'Clint Howard', 'Beverly Piper', 'Charlotte Etienne', 'Zack Eginton', 'Jennifer Mickelson', 'Allan Kolman', 'Hedwige De Mouroux', 'Roberto Bonanni', 'Jean Shum', 'Andre Rosey Brown', 'Rick Gunderson', 'Eric Christian', 'Liz Sheridan', 'Irving Wasserman', 'Genelle Baumgardner', 'Blythe Matsui', 'Phil Forman', 'Dan Castellaneta']"|['Billy Crystal']
238|Far From Home: The Adventures of Yellow Dog|1995|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|Teenager Angus adopts a stray dog and names him Yellow. Several days later, while travelling along the coast of British Columbia with Angus's father, John, the boy and dog become stranded when turbulent waters capsize their boat. Angus's parents relentlessly badger rescue teams. Angus, schooled by his father in wilderness survival skills, and assisted by the intelligent Yellow Dog, tries to attract rescuers.|['Mimi Rogers', 'Jesse Bradford', 'Bruce Davison', 'Tom Bower', 'Joel Palmer', 'Dakotah', 'Josh Wannamaker', 'Margot Finley', 'Matthew Bennett', 'St. Clair McColl', 'Jennifer Weissenborn', 'Gordon Neave', 'Karen Kruper', 'Dean Lockwood', 'John LeClair']|['Phillip Borsos']
239|Goofy Movie, A|1995|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|1|0|An endearing modern-day story about how the lovable Goof bonds with his teenage son Max on a hilarious cross-country road trip. En route to the ol' fishing hole, they find themselves up to their floppy ears in misadventure!|['Bill Farmer', 'Jason Marsden', 'Rob Paulsen', 'Jim Cummings', 'Kellie Martin', 'Kevin Lima', 'Jenna von Oy', 'Joey Lawrence', 'Julie Brown', 'Wayne Allwine', 'Wallace Shawn', 'Florence Stanley', 'Frank Welker', 'Pat Buttram', 'Pauly Shore', 'Aaron Lohr', 'Tevin Campbell', 'Jo Anne Worley', 'Brittany Alyse Smith', 'Robyne Richards', 'Klee Bragger', 'Herschel Sparber', 'Dante Basco', 'Sheryl Bernstein', 'Corey Burton', 'Pat Carroll', 'Elizabeth Daily', 'Carole Holliday', 'Steve Moore', 'Brian Pimental', 'Jason Willinger']|['Kevin Lima']
240|Hideaway|1995|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Hatch Harrison, his wife, Lindsey, and their daughter, Regina, are enjoying a pleasant drive when a car crash leaves wife and daughter unharmed but kills Hatch. However, an ingenious doctor, Jonas Nyebern, manages to revive Hatch after two lifeless hours. But Hatch does not come back unchanged. He begins to suffer horrible visions of murder -- only to find out the visions are the sights of a serial killer.|['Jeff Goldblum', 'Christine Lahti', 'Alicia Silverstone', 'Jeremy Sisto', 'Alfred Molina', 'Rae Dawn Chong', 'Kenneth Welsh', 'Michael McDonald', 'Don S. Davis', 'Suzy Joachim', 'Tom McBeath', 'Joely Collins', 'Roger Cross', 'Rebecca Toolan', 'Hiro Kanagawa', 'Gaetana Korbin']|['Brett Leonard']
241|Fluke|1995|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|Workaholic Thomas Johnson dies in an auto accident and reincarnates as a dog. Remembering some of his previous being, he returns to his wife and son to protect them from the man who caused his accident. But, as time goes by, his memories return, and Thomas realizes he wasn't such a good husband and father.|['Matthew Modine', 'Nancy Travis', 'Eric Stoltz', 'Max Pomeranc', 'Ron Perlman', 'Jon Polito', 'Bill Cobbs', 'Federico Pacifici', 'Clarinda Ross', 'Adrian Roberts', 'Bart Hansard', 'Deborah Hobart', 'Libby Whittemore', 'Collin Wilcox Paxton', 'Samuel L. Jackson', 'Sam Gifaldi']|['Carlo Carlei']
242|Farinelli: il castrato|1994|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|The life and career of Italian opera singer Farinelli, considered one of the greatest castrato singers of all time.|['Stefano Dionisi', 'Enrico Lo Verso', 'Elsa Zylberstein', 'Jeroen Krabbé', 'Caroline Cellier', 'Marianne Basler', 'Jacques Boudet', 'Graham Valentine', 'Pier Paolo Capponi', 'Renaud du Peloux de Saint Romain', 'Delphine Zentout', 'Omero Antonutti', 'Richard Reeves', 'Jonathan Fox']|['Gérard Corbiau']
243|Gordy|1995|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|A talking pig named Gordy becomes involved in a quest to save his family from the slaughterhouse.|['Doug Stone', 'Kristy Young', 'James Donadio', 'Deborah Hobart', 'Tom Lester', 'Michael Roescher', 'Tom Key', 'Jon Kohler', 'Afemo Omilami', 'Ted Manson', 'Louis Rukeyser', 'Dennis Letts', 'Toshio Ogawa', 'Kyle Weir', 'Sandra Dorsey', 'Jack Mason', 'Rick Andosca', 'Brett Rice', 'Joe Washington', 'Sybil Robson', 'Amy Povich', 'Stacy Rukeyser', 'John Gardner', 'Earl Hester', 'Rod Kibler', 'Randy Dean', 'Larry Shuler', 'Adrian Roberts', 'Justin Garms', 'Hamilton Camp', 'Jocelyn Blue', 'Tress MacNeille', 'Earl Boen', 'Frank Soronow', 'Billy Bodine', 'Blake McIver Ewing', 'Juliana Harris', 'Sabrina Wiener', 'Heather Bähler', 'Frank Welker', 'Buck Trent']|['Mark Lewis']
244|Gumby: The Movie|1995|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|On the brink of a big deal with mogul Lucky Claybert, Gumby and his band The Clayboys must do battle with the villainous Blockheads, who have kidnapped their loyal canine Lowbelly.|['Dal McKennon', 'Art Clokey', 'Gloria Clokey', 'Manny LaCarruba', 'Alice Young', 'Janet McDuff', 'Patti Morse', 'Bonnie Randolph', 'David Ozzie Ahlers']|['Art Clokey']
245|Glass Shield, The|1994|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|J.J. is a rookie in the Sheriff's Department and the first black officer at that station. Racial tensions run high in the department as some of J.J.'s fellow officers resent his presence. His only real friend is the other new trooper, the first female officer to work there, who also suffers similar discrimination in the otherwise all-white male work environment. When J.J. becomes increasingly aware of police corruption during the murder trial of Teddy Woods, whom he helped to arrest, he faces difficult decisions and puts himself into grave personal danger in the service of justice.|['Michael Boatman', 'Lori Petty', 'Ice Cube', 'Erich Anderson', 'Bernie Casey', 'Richard Anderson', 'Elliott Gould', 'Victoria Dillard', 'Michael Ironside', 'Natalija Nogulich', 'Wanda De Jesus', 'Michael Gregory', 'Don Harvey', 'Ernie Lee Banks', 'M. Emmet Walsh', 'Thomas Babson', 'Monty Bane', 'Julio Oscar Mechoso', 'Sy Richardson', 'Linden Chiles', 'Tommy Redmond Hicks', 'Joseph Walsh']|['Charles Burnett']
246|Hoop Dreams|1994|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|Every school day, African-American teenagers William Gates and Arthur Agee travel 90 minutes each way from inner-city Chicago to St. Joseph High School in Westchester, Illinois, a predominately white suburban school well-known for the excellence of its basketball program. Gates and Agee dream of NBA stardom, and with the support of their close-knit families, they battle the social and physical obstacles that stand in their way. This acclaimed documentary was shot over the course of five years.|['William Gates', 'Arthur Agee', 'Gene Pingatore', 'Steve James', 'Dick Vitale', 'Bobby Knight', 'Spike Lee', 'Isiah Thomas']|['Steve James']
247|Heavenly Creatures|1994|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|Precocious teenager Juliet moves to New Zealand with her family and soon befriends the quiet, brooding Pauline through their shared love of fantasy and literature. This friendship gradually develops into an intense and obsessive bond.|"['Melanie Lynskey', 'Kate Winslet', 'Sarah Peirse', 'Diana Kent', 'Clive Merrison', ""Simon O'Connor"", 'Jed Brophy', 'Peter Elliott', 'Gilbert Goldie', 'Geoffrey Heath', 'Kirsti Ferry', 'Ben Skjellerup', 'Darien Takle', 'Elizabeth Moody', 'Liz Mullane', 'Moreen Eason', 'Pearl Carpenter', 'Lou Dobson', 'Jesse Griffin', 'Glen Drake', 'Nic Farra', 'Chris Clarkson', 'Ray Henwood', 'John Nicoll', 'Michael Maxwell', 'Raewyn Pelham', 'Toni Jones', 'Glenys Lloyd-Smith', 'Wendy Watson', 'Jean Guérin', 'Stephen Reilly', 'Andrea Sanders', 'Ben Fransham', 'Jessica Bradley', 'Alex Shirtcliffe-Scott', 'Barry Thomson', 'Peter Jackson']"|['Peter Jackson']
248|Houseguest|1994|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|In hot water with the mob over an unpaid debt, a con man poses as a family friend in an affluent Pennsylvania suburb.|['Sinbad', 'Phil Hartman', 'Jeffrey Jones', 'Kim Greist', 'Stan Shaw', 'Tony Longo', 'Paul Ben-Victor', 'Mason Adams', 'Chauncey Leopardi', 'Talia Seider', 'Kim Murphy', 'Ron Glass', 'Don Brockett', 'Patricia Fraser', 'Kevin Jordan', 'Kevin West', 'Wynonna Smith', 'Kirk Baily', 'Valerie Long', 'Marilyn Eastman', 'Tina Benko', 'David Early']|['Randall Miller']
249|Immortal Beloved|1994|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|"A chronicle of the life of infamous classical composer Ludwig van Beethoven and his painful struggle with hearing loss. Following Beethoven's death in 1827, his assistant, Schindler, searches for an elusive woman referred to in the composer's love letters as ""immortal beloved."" As Schindler solves the mystery, a series of flashbacks reveal Beethoven's transformation from passionate young man to troubled musical genius."|['Gary Oldman', 'Jeroen Krabbé', 'Isabella Rossellini', 'Johanna ter Steege', 'Marco Hofschneider', 'Miriam Margolyes', 'Barry Humphries', 'Valeria Golino', 'Gerard Horan', 'Christopher Fulford', 'Luigi Diberti', 'Michael Culkin', 'Sandra Voe', 'Bernard Rose', 'Alexandra Pigg', 'Donal Gibson', 'Matthew North', 'Geno Lechner', 'Claudia Solti', 'Rory Edwards', 'Hannes Flaschberger', 'Leo Faulkner', 'Fintan McKeown', 'Everton Nelson', 'Jindra Petráková', 'Marek Vašut', 'Hugo Kaminský', 'Stanislav Behal', 'Arna Mohelská', 'Stepan Hlatky', 'Gordon Lovitt', 'Anna Kolínská', 'Johan Kolinsky', 'Josef Kolínský', 'Jan Kuželka', 'Barbora Srncová', 'Bruce Davey']|['Bernard Rose']
250|Heavyweights|1994|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|"Camp Hope is a summer retreat for overweight boys run by a kindly couple who make the campers feel comfortable with their extra pounds. But when tyrannical fitness guru Tony buys the camp, he puts the kids on a cruel regimen that goes too far. Sick of the endless weeks of ""all work and no play,"" the kids stage a coup and reclaim their summer of fun."|['Tom McGowan', 'Aaron Schwartz', 'Shaun Weiss', 'Tom Hodges', 'Leah Lail', 'Paul Feig', 'Kenan Thompson', 'David Bowe', 'Max Goldblatt', 'Robert Zalkind', 'Patrick LaBrecque', 'Jeffrey Tambor', 'Jerry Stiller', 'Anne Meara', 'Ben Stiller', 'David Goldman', 'Joseph Wayne Miller', 'Cody Burger', 'Allen Covert', 'Tim Blake Nelson', 'Nancy Ringham', 'Seth St. Laurent', 'Bobby Fain', 'Robert E. Spencer III', 'Dustin Greer', 'Matthew R. Zboyovski', 'J.T. Alessi', 'Chris Snyder', 'Aubrey Dollar', 'Mary Holt Fickes', 'Jamie Olson', 'Lauren Hill', 'Landry M. Constantino', 'Lois Yaroshefsky', 'Matthew Bradley King', 'Deena Dill', 'Tom Kelley', 'Lars Clark', 'Judd Apatow']|['Steven Brill']
251|Hunted, The|1995|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|Malik, a young Parisian hustler, discovers that his stepfather Serge, a famous bank robber, has been arrested along with his accomplices. During the trial, Iris, one of the accused's lawyers, Chérif, requests Malik to accept a dangerous heist in exchange for Serge and her client's liberty. Malik must convince and reunite Chérif's former partners to accomplish this high-risk stickup.|['Sofiane Zermani', 'Waël Sersoub', 'Géraldine Nakache', 'Cassandra Cano', 'Samir Guesmi', 'Losene Keita', 'Olivier Martinez', 'Omar Salim', 'Vincent Perez']|['Jérémie Guez']
252|I.Q.|1994|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|Albert Einstein helps a young man who's in love with Einstein's niece to catch her attention by pretending temporarily to be a great physicist.|['Tim Robbins', 'Meg Ryan', 'Walter Matthau', 'Lou Jacobi', 'Gene Saks', 'Joseph Maher', 'Stephen Fry', 'Tony Shalhoub', 'Frank Whaley', 'Charles Durning', 'Keene Curtis', 'Alice Playten', 'Danny Zorn', 'Helen Hanft', 'Roger Berlind', 'Arthur Berwick', 'Timothy Jerome', 'John McDonough', 'Lewis J. Stadlen', 'Jeff Brooks', 'Rex Robbins', 'Richard Woods', 'Daniel von Bargen', 'Jack Koenig', 'Sol Frieder', 'Michelle Naimo Bird', 'Theodore Conant', 'Scotty Bloch', 'Chet Carlin', 'Alice Drummond', 'Leo Leyden', 'Le Clanché du Rand', 'Brook Berlind', 'Greg Germann']|['Fred Schepisi']
253|Interview with the Vampire|1994|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.|['Tom Cruise', 'Brad Pitt', 'Antonio Banderas', 'Christian Slater', 'Stephen Rea', 'Kirsten Dunst', 'Domiziana Giordano', 'Thandiwe Newton', 'Laure Marsac', 'John McConnell', 'Mike Seelig', 'Bellina Logan', 'Lyla Hay Owen', 'Lee E. Scharfstein', 'Monte Montague', 'Nathalie Bloch', 'Jeanette Kontomitras', 'Roger Lloyd Pack', 'George Kelly', 'Nicole DuBois Favre', 'Virginia McCollam', 'Helen McCrory', 'Indra Ové', 'Micha Bergese', 'Rory Edwards', 'Marcel Iureș', 'Susan Lynch', 'Louise Kim Salter', 'Matthew Sim', 'François Testory', 'Andrew Tiernan', 'Simon Tyrrell', 'George Antoni', 'Sara Stockbridge', 'Katia Caballero', 'Louis Lewis-Smith']|['Neil Jordan']
254|Jefferson in Paris|1995|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|His wife having recently died, Thomas Jefferson accepts the post of United States ambassador to pre-revolutionary France, though he finds it difficult to adjust to life in a country where the aristocracy subjugates an increasingly restless peasantry. In Paris, he becomes smitten with cultured artist Maria Cosway, but, when his daughter visits from Virginia accompanied by her attractive slave, Sally Hemings, Jefferson's attentions are diverted.|['Nick Nolte', 'Greta Scacchi', 'Thandiwe Newton', 'Gwyneth Paltrow', 'Jean-Pierre Aumont', 'Simon Callow', 'Seth Gilliam', 'James Earl Jones', 'Michael Lonsdale', 'Nancy Marchand', 'Charlotte de Turckheim', 'Lambert Wilson', 'Vincent Cassel', 'Steve Kalfa', 'Jessica Lloyd', 'Todd Boyce', 'Nigel Whitmey', 'Nicolas Silberg', 'Elsa Zylberstein', 'William Moseley', 'Vernon Dobtcheff', 'Daniel Mesguich', 'Thibault de Montalembert', 'Beatrice Winde', 'Tim Choate', 'Ismail Merchant']|['James Ivory']
255|Jerky Boys, The|1994|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|"When two unemployed telephone pranksters decide to use their vocal ""talents"" to impersonate a Chicago mob boss and curry favor with organized crime in New York, the trouble begins. It isn't long before Johnny and Kamal (the ""Jerky Boys"" of crank call fame) are wanted by the local mafia, the police, and their neighbor."|['John G. Brennan', 'Kamal Ahmed', 'Alan Arkin', 'William Hickey', 'Vincent Pastore', 'Alan North', 'Suzanne Shepherd', 'Ozzy Osbourne', 'Brad Sullivan', 'James Lorinz', 'Brian Tarantina', 'Peter Appel', 'Darryl Theirse', 'David Pittu', 'Frank Senger', 'Page Hamilton', 'Rob Echeverria', 'Michael Louis Wells', 'John Norman Thomas', 'Paul Bartel', 'Hope Shapiro', 'Brenda Forbes', 'David Stepkin', 'Joe Lisi', 'Ron Ostrow', 'Henry Bogdan', 'Danny Dennis', 'Tom Jones']|['James Melkonian']
256|Junior|1994|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|A research scientist becomes the world's first pregnant man in order to test a drug he and a colleague have designed for expectant women. To carry out the trial, he has an embryo implant, believing that he will only carry the baby for three months – hardly expecting to face the prospect of giving birth.|"['Arnold Schwarzenegger', 'Danny DeVito', 'Emma Thompson', 'Frank Langella', 'Pamela Reed', 'Aida Turturro', 'James Eckhouse', 'Megan Cavanagh', 'Welker White', 'Kathleen Chalfant', 'Merle Kennedy', 'Judy Collins', 'Mindy Seeger', 'Christopher Meloni', 'Antoinette Peragine', 'Cassandra Wilson', 'Ellen McLaughlin', 'Stefan Gierasch', 'Alexander Enberg', 'Judy Ovitz', 'Kevin West', 'Ira Newborn', 'Misa Koprova', 'Jodi Knotts', 'Michele Abrams', 'John Pinette', 'Fred Stoller', 'Anna Gunn', 'Lisa Summerour', 'Kristina Hardee', 'Leah Teweles', 'Maggie Han', 'Charmaine Alicia Mancil', 'Lawrence Tierney', 'Matt Mulhern', 'Christopher Pray', 'John Yang', 'Sara Peery', 'Jan Yanehiro', ""Dennis O'Donnell"", 'Beth Campbell Fitzgerald', 'Lawrence T. Wrentz', 'Brianna McConnell', 'Brittany McConnell', 'Ryan Doss', 'Zachary Doss', 'Christian Giammichele', 'Kieran Giammichele', 'Monika Schnarre', 'Allen Walls', 'Kevin Sifuentes', 'Tom Dugan', 'Holly Wortell', 'Susan Dills', 'Maggy Myers Davidson', 'Peter Chen', 'Dean Jacobson', 'Mary Gordon Murray', 'Julie Nunis', 'Dayna Winston', 'Brandon Ross', 'Lonnie Plaxico', 'Jeff Haynes', ""Steven 'Lance' Carter"", 'Charles Burnham', 'Dee Hengstler', 'Bubba Dean Rambo', 'Daryl Richardson', 'Jerald Vincent', 'Nina DeNike', 'Maurice Schwartzman', 'Kim Wolfe', 'Charles McGowan', 'Matt Birman', 'Tracey Walter']"|['Ivan Reitman']
257|Just Cause|1995|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|A Harvard professor is lured back into the courtroom after twenty-five years to take the case of a young black man condemned to death for the horrific murder of a child.|['Sean Connery', 'Laurence Fishburne', 'Blair Underwood', 'Kate Capshaw', 'Ruby Dee', 'Scarlett Johansson', 'Ed Harris', 'Christopher Murray', 'Daniel J. Travanti', 'Ned Beatty', 'Liz Torres', 'Chris Sarandon', 'Deborah Smith Ford', 'Ashley Holliday Tavares', 'Hope Lange', 'Kevin McCarthy', 'Victor Slezak', 'Taral Hicks', 'Lynne Thigpen', 'George Plimpton', 'Brooke Alderson', 'Colleen Fitzpatrick', 'Richard Liberty', 'Joel S. Ehrenkranz', 'Barbara Jean Kane', 'Maurice Jamaal Brown', 'Patrick Maycock', 'Jordan F. Vaughn', 'Francisco Paz', 'Marie Hyman', 'S. Bruce Wilson', 'Erik Stephan', 'Melanie Hughes', 'Megan Meinardus', 'Melissa Hood-Julien', 'Jenna Del Buono', 'Marisa Perry', 'Ashley Council', 'Augusta Lundsgaard', 'Connie Lee Brown', 'Clarence Lark III', 'Monte St. James', 'Gary Landon Mills', 'Shareef Malnik', 'Tony Bolano', 'Angelo Maldonado', 'Fausto Rodriguez', 'Karen Leeds', 'Dan Romero', 'Donn Lamkin', 'Stacie A. Zinn', 'Mark Cheek', 'Kylie Delre', 'Rocky Essex', 'April Freeman', 'Patrick Fullerton', 'Betty Jane Keene', 'Jody Millard', 'Rene Teboe']|['Arne Glimcher']
258|Kid in King Arthur's Court, A|1995|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|1|1|0|A Southern California kid named Calvin Fuller is magically transported to the medieval kingdom of Camelot through a crack in the ground caused by an earthquake. Once there, he learns he was summoned by the wizard Merlin, who needs Calvin to save Camelot. Using dazzling modern inventions, can Calvin help King Arthur retain his crown and thwart the evil Lord Belasco?|['Thomas Ian Nicholas', 'Joss Ackland', 'Art Malik', 'Daniel Craig', 'Kate Winslet', 'Paloma Baeza', 'David Tysall', 'Ron Moody', 'Barry Stanton', 'Michael Mehlmann', 'Melanie Oettinger', 'Rebecca Denton', 'Michael Kelly', 'Louise Rosner-Meyer', 'Paul Rosner', 'Béla Unger', 'Shane Rimmer', 'Tim Wickham', 'Daniel Bennett', 'Debora Weston', 'Vincent Marzello', 'Catherine Ashton', 'J.P. Guerin']|['Michael Gottlieb']
259|Kiss of Death|1995|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|An ex-con trying to go straight must face a crazed criminal out for revenge.|"['Victor Mature', 'Brian Donlevy', 'Coleen Gray', 'Richard Widmark', 'Taylor Holmes', 'Howard Smith', 'Karl Malden', 'Anthony Ross', 'Robert Adler', 'Rollin Bauer', 'Harry Bellaver', 'Dennis Bohan', 'Nina Borget', 'Susan Cabot', 'Alexander Campbell', 'Harry Carter', 'Dort Clark', 'Eva Condon', 'Harry Cooke', 'Harold Crane', 'James Doody', 'Mildred Dunnock', 'Arthur Foran Jr.', 'David Fresco', 'Harold Gary', 'Don Giovanni', 'Marilee Grassini', 'James Charles J.C. Heard', 'Eda Heinemann', 'Lou Herbert', 'Herbert Holcombe', 'Arthur Holland', 'Harry Kadison', 'Robert Karnes', 'Ronald King', 'Arthur Kramer', 'John Kullers', 'Harry Landers', 'Perc Launders', 'Franklyn Lenthall', 'Paul Lilly', 'Pat Malone', 'Iris Mann', 'John Marley', 'Gregg Martell', 'Charles McClelland', 'Norman McKay', 'Richard Midgley', 'Carl Milletaire', 'Millard Mitchell', 'Mary Morrison', ""Consuela O'Connor"", ""Gloria O'Connor"", ""William O'Leary"", 'Wendell K. Phillips', 'Yvonne Rob', 'Stephen Roberts', 'Mel Ruick', 'Jack Rutherford', 'Lee Sanford', 'Bernard Sell', 'George Shelton', 'Irene Shirley', 'J. Scott Smart', 'A. George Smith', 'John Stearns', 'Richard Taber', 'Victor Thorley', 'Lawrence Tiernan', 'Tito Vuolo', 'Milton Wallace', 'Jesse White', 'Bill Zuckert', 'Frank De Kova']"|['Henry Hathaway']
